Name,Link,OfficialTitle,LegisType,BillStage
BILLS-115sres131is,https://www.govinfo.gov/content/pkg/BILLS-115sres131is/xml/BILLS-115sres131is.xml,"Supporting the mission and goals of National Crime Victims’ Rights Week in 2017, which include
			 increasing public awareness of the rights, needs,  and concerns of, and
			 services available to assist, victims and survivors of crime in the United
			 States.",RESOLUTION,
BILLS-115sres131ats,https://www.govinfo.gov/content/pkg/BILLS-115sres131ats/xml/BILLS-115sres131ats.xml,"Supporting the mission and goals of National Crime Victims’ Rights Week in 2017, which include
			 increasing public awareness of the rights, needs,  and concerns of, and
			 services available to assist, victims and survivors of crime in the United
			 States.",RESOLUTION,
BILLS-115s1653is,https://www.govinfo.gov/content/pkg/BILLS-115s1653is/xml/BILLS-115s1653is.xml,"To provide for the overall health and well-being of young people, including the promotion of
			 lifelong sexual health and healthy relationships, and for other purposes. ",A BILL,Introduced-in-Senate
BILLS-115s1606is,https://www.govinfo.gov/content/pkg/BILLS-115s1606is/xml/BILLS-115s1606is.xml,To authorize grants for the support of caregivers.,A BILL,Introduced-in-Senate
BILLS-115sres77ats,https://www.govinfo.gov/content/pkg/BILLS-115sres77ats/xml/BILLS-115sres77ats.xml,Supporting the goals and ideals of Multiple Sclerosis Awareness Week.,RESOLUTION,
BILLS-115hres941ih,https://www.govinfo.gov/content/pkg/BILLS-115hres941ih/xml/BILLS-115hres941ih.xml,"Recognizing the importance of public park and recreation facilities and activities and expressing
			 support for the designation of the month of July as ",RESOLUTION,
BILLS-115hr1533ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1533ih/xml/BILLS-115hr1533ih.xml,"To provide for further comprehensive research at the National Institute of Neurological Disorders
			 and Stroke on unruptured intracranial aneurysms.",A BILL,Introduced-in-House
BILLS-115hr3273ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3273ih/xml/BILLS-115hr3273ih.xml,"To improve Federal population surveys by requiring the collection of voluntary, self-disclosed information on sexual orientation and gender identity in certain surveys, and for other purposes.",A BILL,Introduced-in-House
BILLS-115sres552is,https://www.govinfo.gov/content/pkg/BILLS-115sres552is/xml/BILLS-115sres552is.xml,"Commemorating June 20, 2018, as ",RESOLUTION,
BILLS-115hr2826ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2826ih/xml/BILLS-115hr2826ih.xml,"To provide for an annual adjustment of the number of admissible refugees, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s1999is,https://www.govinfo.gov/content/pkg/BILLS-115s1999is/xml/BILLS-115s1999is.xml,"To provide for further comprehensive research at the National Institute of Neurological Disorders
			 and Stroke on unruptured intracranial aneurysms.",A BILL,Introduced-in-Senate
BILLS-115hres758ih,https://www.govinfo.gov/content/pkg/BILLS-115hres758ih/xml/BILLS-115hres758ih.xml,Expressing support for designation of the month of February 2018 as ,RESOLUTION,
BILLS-115hr2365ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2365ih/xml/BILLS-115hr2365ih.xml,"To convey certain Federal land in California to Apple Valley, California, Twentynine Palms, California, Barstow, California, and Victorville, California.",A BILL,Introduced-in-House
BILLS-115s3776is,https://www.govinfo.gov/content/pkg/BILLS-115s3776is/xml/BILLS-115s3776is.xml,"To improve Federal efforts with respect to the prevention of maternal mortality, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hres1004ih,https://www.govinfo.gov/content/pkg/BILLS-115hres1004ih/xml/BILLS-115hres1004ih.xml,"Supporting the goals and ideals of National Clinicians HIV/AIDS Testing and Awareness Day, and for
			 other purposes.",RESOLUTION,
BILLS-115hr7103ih,https://www.govinfo.gov/content/pkg/BILLS-115hr7103ih/xml/BILLS-115hr7103ih.xml,"To authorize a pilot program under which the Secretary of Health and Human Services, acting through
			 the Director of the Centers for Disease Control and Prevention, expands
			 and intensifies surveillance of self-harm and suicidal ideation behavior
			 in partnership with State and local public health departments, and for
			 other purposes.",A BILL,Introduced-in-House
BILLS-115hr1498ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1498ih/xml/BILLS-115hr1498ih.xml,"To eliminate racial profiling by law enforcement, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hconres25ih,https://www.govinfo.gov/content/pkg/BILLS-115hconres25ih/xml/BILLS-115hconres25ih.xml,Expressing the sense of Congress on the admission of refugees and immigrants to the United States.,CONCURRENT RESOLUTION,
BILLS-115sres45ats,https://www.govinfo.gov/content/pkg/BILLS-115sres45ats/xml/BILLS-115sres45ats.xml,Designating February 2017 as ,RESOLUTION,
BILLS-115hr3658ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3658ih/xml/BILLS-115hr3658ih.xml,"To require the Secretary of Defense to change the name of any military installation or other
			 property under the jurisdiction of the Department of Defense that is
			 currently named after any individual who took up arms against the United
			 States during the American Civil War or any individual or entity that
			 supported such efforts.",A BILL,Introduced-in-House
BILLS-115s3018is,https://www.govinfo.gov/content/pkg/BILLS-115s3018is/xml/BILLS-115s3018is.xml,"To give middle-class families access to the maximum Federal Pell Grant, to increase college
			 transparency, and
			 State maintenance of efforts, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hres869ih,https://www.govinfo.gov/content/pkg/BILLS-115hres869ih/xml/BILLS-115hres869ih.xml,Recognizing American Muslims’ history and contributions to our Nation.,RESOLUTION,
BILLS-115hres463ih,https://www.govinfo.gov/content/pkg/BILLS-115hres463ih/xml/BILLS-115hres463ih.xml,"Supporting the goals and ideals of National Clinicians HIV/AIDS Testing and Awareness Day, and for
			 other purposes.",RESOLUTION,
BILLS-115sres413ats,https://www.govinfo.gov/content/pkg/BILLS-115sres413ats/xml/BILLS-115sres413ats.xml,Celebrating Black History Month.,RESOLUTION,
BILLS-115hr1648ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1648ih/xml/BILLS-115hr1648ih.xml,"To provide for further comprehensive research at the National Institute of Neurological Disorders
			 and Stroke on unruptured intracranial aneurysms.",A BILL,Introduced-in-House
BILLS-115s3082is,https://www.govinfo.gov/content/pkg/BILLS-115s3082is/xml/BILLS-115s3082is.xml,"To promote registered apprenticeships and other work-based learning opportunities for small and
			 medium-sized businesses within in-demand industry sectors, through the
			 establishment and support of eligible partnerships.",A BILL,Introduced-in-Senate
BILLS-115s3308is,https://www.govinfo.gov/content/pkg/BILLS-115s3308is/xml/BILLS-115s3308is.xml,"To amend the Higher Education Act of 1965 to provide for teacher and school leader quality
			 enhancement and to enhance institutional aid.",A BILL,Introduced-in-Senate
BILLS-115sres45is,https://www.govinfo.gov/content/pkg/BILLS-115sres45is/xml/BILLS-115sres45is.xml,Designating February 2017 as ,RESOLUTION,
BILLS-115hr3590ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3590ih/xml/BILLS-115hr3590ih.xml,"To restore, reaffirm, and reconcile environmental justice and civil rights, provide for the
			 establishment of the Interagency Working Group on Environmental Justice
			 Compliance and Enforcement, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s411is,https://www.govinfo.gov/content/pkg/BILLS-115s411is/xml/BILLS-115s411is.xml,"To eliminate racial, religious, and other discriminatory profiling by law enforcement, and for
			 other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr630ih,https://www.govinfo.gov/content/pkg/BILLS-115hr630ih/xml/BILLS-115hr630ih.xml,To require the Attorney General to issue rules pertaining to the collection and compilation of data on the use of deadly force by law enforcement officers.,A BILL,Introduced-in-House
BILLS-115hr2365rh,https://www.govinfo.gov/content/pkg/BILLS-115hr2365rh/xml/BILLS-115hr2365rh.xml,"To convey certain Federal land in California to Apple Valley, California, Twentynine Palms,
			 California, Barstow, California, and Victorville, California.",A BILL,Reported-in-House
BILLS-115hr7136ih,https://www.govinfo.gov/content/pkg/BILLS-115hr7136ih/xml/BILLS-115hr7136ih.xml,"To amend section 28 of the Food and Nutrition Act of 2008 to include eating disorders prevention
			 within the nutrition education and obesity prevention grant program and
			 the local wellness program; and for other purposes.",A BILL,Introduced-in-House
BILLS-115hconres44ih,https://www.govinfo.gov/content/pkg/BILLS-115hconres44ih/xml/BILLS-115hconres44ih.xml,"Recognizing the significance of Equal Pay Day to illustrate the disparity between wages paid to men
			 and women.",CONCURRENT RESOLUTION,
BILLS-115hres863ih,https://www.govinfo.gov/content/pkg/BILLS-115hres863ih/xml/BILLS-115hres863ih.xml,Honoring Velvalea ,RESOLUTION,
BILLS-115hconres9ih,https://www.govinfo.gov/content/pkg/BILLS-115hconres9ih/xml/BILLS-115hconres9ih.xml,Expressing the sense of Congress that a day should be designated as ,CONCURRENT RESOLUTION,
BILLS-115hconres117ih,https://www.govinfo.gov/content/pkg/BILLS-115hconres117ih/xml/BILLS-115hconres117ih.xml,"Recognizing the significance of Equal Pay Day to illustrate the disparity between wages paid to men
			 and women.",CONCURRENT RESOLUTION,
BILLS-115hres143ih,https://www.govinfo.gov/content/pkg/BILLS-115hres143ih/xml/BILLS-115hres143ih.xml,"Recognizing the significance of the 75th anniversary of the signing of Executive Order 9066 by
			 President Franklin D. Roosevelt and supporting the goals of the Japanese
			 American, German American, and Italian American communities in recognizing
			 a National Day of Remembrance to increase public awareness of the events
			 surrounding the restriction, exclusion, and incarceration of individuals
			 and families during World War II.",RESOLUTION,
BILLS-115hr3602ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3602ih/xml/BILLS-115hr3602ih.xml,"To provide for the overall health and well-being of young people, including the promotion of
			 lifelong sexual health and healthy relationships, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hconres74ih,https://www.govinfo.gov/content/pkg/BILLS-115hconres74ih/xml/BILLS-115hconres74ih.xml,"Affirming the right of all renters to a safe, affordable, and decent home.",CONCURRENT RESOLUTION,
BILLS-115hres155ih,https://www.govinfo.gov/content/pkg/BILLS-115hres155ih/xml/BILLS-115hres155ih.xml,Expressing support for designation of the month of February 2017 as ,RESOLUTION,
BILLS-115hr6148ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6148ih/xml/BILLS-115hr6148ih.xml,"To require reporting of bullying to appropriate authorities and assist with equal protection claims
			 against entities who fail to respond appropriately to bullying, and for
			 other purposes.",A BILL,Introduced-in-House
BILLS-115hr6795ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6795ih/xml/BILLS-115hr6795ih.xml,"To award a gold medal on behalf of the United States Congress to the women who worked as computers,
			 mathematicians, and engineers for the National Advisory Committee on
			 Aeronautics and the National Aeronautics and Space Administration from the
			 1930s to the 1970s in recognition for their service to the Nation in the
			 fields of aeronautics and astronautics.",A BILL,Introduced-in-House
BILLS-115hr5510ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5510ih/xml/BILLS-115hr5510ih.xml,"To authorize the Secretary of Homeland Security to provide lawful permanent resident status to
			 previously removed alien parents and spouses of citizens of the United
			 States, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr5824ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5824ih/xml/BILLS-115hr5824ih.xml,"To amend the Food, Agriculture, Conservation, and Trade Act of 1990 to improve assistance for
			 socially disadvantaged farmers and ranchers and veteran farmers and
			 ranchers, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s2754is,https://www.govinfo.gov/content/pkg/BILLS-115s2754is/xml/BILLS-115s2754is.xml,"To establish a grant program to address the impact of substance use-related trauma on children and
			 youth in public schools.",A BILL,Introduced-in-Senate
BILLS-115s2839is,https://www.govinfo.gov/content/pkg/BILLS-115s2839is/xml/BILLS-115s2839is.xml,"To amend the Food, Agriculture, Conservation, and Trade Act of 1990 to improve assistance for
			 socially disadvantaged farmers and ranchers and veteran farmers and
			 ranchers, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115s2591is,https://www.govinfo.gov/content/pkg/BILLS-115s2591is/xml/BILLS-115s2591is.xml,To amend title 9 of the United States Code with respect to arbitration.,A BILL,Introduced-in-Senate
BILLS-115hr7320ih,https://www.govinfo.gov/content/pkg/BILLS-115hr7320ih/xml/BILLS-115hr7320ih.xml,"To amend the Elementary and Secondary Education Act of 1965 to provide criteria for use of Federal
			 funds to support trauma-informed practices in schools, and for other
			 purposes.",A BILL,Introduced-in-House
BILLS-115hr1222ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1222ih/xml/BILLS-115hr1222ih.xml,"To amend the Public Health Service Act to coordinate Federal congenital heart disease research efforts and to improve public education and awareness of congenital heart disease, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr1222rh,https://www.govinfo.gov/content/pkg/BILLS-115hr1222rh/xml/BILLS-115hr1222rh.xml,"To amend the Public Health Service Act to coordinate Federal congenital heart disease research efforts and to improve public education and awareness of congenital heart disease, and for other purposes.",A BILL,Reported-in-House
BILLS-115hr3980ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3980ih/xml/BILLS-115hr3980ih.xml,"To establish a United States Commission on Hate Crimes to study and make recommendations on the
			 prevention of the commission of hate crimes, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s1324is,https://www.govinfo.gov/content/pkg/BILLS-115s1324is/xml/BILLS-115s1324is.xml,"To prevent a person who has been convicted of a misdemeanor hate crime, or received an enhanced
			 sentence for a misdemeanor because of hate or bias in its commission, from
			 obtaining a firearm.",A BILL,Introduced-in-Senate
BILLS-115hr5197ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5197ih/xml/BILLS-115hr5197ih.xml,"To direct the Secretary of Health and Human Services to conduct a demonstration program to test
			 alternative pain management protocols to limit the use of opioids in
			 emergency departments.",A BILL,Introduced-in-House
BILLS-115hconres41ih,https://www.govinfo.gov/content/pkg/BILLS-115hconres41ih/xml/BILLS-115hconres41ih.xml,"Commemorating the 100th anniversary of the United States declaration of war against Germany and
			 entry into World War I and recognizing and appreciating the lasting
			 historical significance and heroic human endeavor and sacrifice of the
			 United States Armed Forces in that conflict.",CONCURRENT RESOLUTION,
BILLS-115hr2841ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2841ih/xml/BILLS-115hr2841ih.xml,"To prevent a person who has been convicted of a misdemeanor hate crime, or received an enhanced sentence for a misdemeanor because of hate or bias in its commission, from obtaining a firearm.",A BILL,Introduced-in-House
BILLS-115sres69ats,https://www.govinfo.gov/content/pkg/BILLS-115sres69ats/xml/BILLS-115sres69ats.xml,Celebrating Black History Month.,RESOLUTION,
BILLS-115s477is,https://www.govinfo.gov/content/pkg/BILLS-115s477is/xml/BILLS-115s477is.xml,"To amend the Public Health Service Act to coordinate Federal congenital heart disease research
			 and surveillance efforts and to improve public education and awareness of
			 congenital heart
			 disease, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115s2516is,https://www.govinfo.gov/content/pkg/BILLS-115s2516is/xml/BILLS-115s2516is.xml,"To direct the Secretary of Health and Human Services to conduct a demonstration program to test
			 alternative pain management protocols to limit the use of opioids in
			 emergency departments.",A BILL,Introduced-in-Senate
BILLS-115sres559is,https://www.govinfo.gov/content/pkg/BILLS-115sres559is/xml/BILLS-115sres559is.xml,"Recognizing the contributions of African Americans to the musical heritage of the United States and
			 the need for
			 greater access to music education for African-American students, and
			 expressing support for the designation of June as African-American Music
			 Appreciation Month. ",RESOLUTION,
BILLS-115hr1853ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1853ih/xml/BILLS-115hr1853ih.xml,"To authorize the Attorney General, in consultation with the Director of the National Institute of
			 Mental Health, to carry out a pilot program in correctional facilities in
			 order to provide mental health services and other social services to
			 eligible individuals, and for other purposes.",A BILL,Introduced-in-House
BILLS-115sres212is,https://www.govinfo.gov/content/pkg/BILLS-115sres212is/xml/BILLS-115sres212is.xml,Recognizing June 2017 as ,RESOLUTION,
BILLS-115hr3123ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3123ih/xml/BILLS-115hr3123ih.xml,"To award a Congressional gold medal, collectively, to the First Rhode Island Regiment, in
			 recognition of their dedicated service during the Revolutionary War.",A BILL,Introduced-in-House
BILLS-115sres563is,https://www.govinfo.gov/content/pkg/BILLS-115sres563is/xml/BILLS-115sres563is.xml,Recognizing June 2018 as ,RESOLUTION,
BILLS-115hres820ih,https://www.govinfo.gov/content/pkg/BILLS-115hres820ih/xml/BILLS-115hres820ih.xml,"Recognizing the life and significant contributions of Winnie Madikizela-Mandela, the former wife of
			 Nelson Mandela, and an icon in the international fight against apartheid
			 and injustice in South Africa, for her leadership and her devotion to the
			 cause of freedom for all South Africans.",RESOLUTION,
BILLS-115s537is,https://www.govinfo.gov/content/pkg/BILLS-115s537is/xml/BILLS-115s537is.xml,To amend title 9 of the United States Code with respect to arbitration.,A BILL,Introduced-in-Senate
BILLS-115hr697eh,https://www.govinfo.gov/content/pkg/BILLS-115hr697eh/xml/BILLS-115hr697eh.xml,"To amend the Homeland Security Act of 2002 to improve the management and administration of the security clearance processes throughout the Department of Homeland Security, and for other purposes.",AN ACT,Engrossed-in-House
BILLS-115hr5193ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5193ih/xml/BILLS-115hr5193ih.xml,"To amend the Small Business Act to codify the Boots to Business Program, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s166is,https://www.govinfo.gov/content/pkg/BILLS-115s166is/xml/BILLS-115s166is.xml,To require the Secretary of the Treasury to mint coins in commemoration of Muhammad Ali.,A BILL,Introduced-in-Senate
BILLS-115hr970ih,https://www.govinfo.gov/content/pkg/BILLS-115hr970ih/xml/BILLS-115hr970ih.xml,"To amend title 41, United States Code, to require the submission of data relating to diversity by certain contractors, to amend the Securities Exchange Act of 1934 to require the submission of such data by issuers, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hres974ih,https://www.govinfo.gov/content/pkg/BILLS-115hres974ih/xml/BILLS-115hres974ih.xml,Supporting African American’s Music Education.,RESOLUTION,
BILLS-115hr697ih,https://www.govinfo.gov/content/pkg/BILLS-115hr697ih/xml/BILLS-115hr697ih.xml,"To amend the Homeland Security Act of 2002 to improve the management and administration of the
			 security clearance processes throughout the Department of Homeland
			 Security, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr5072ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5072ih/xml/BILLS-115hr5072ih.xml,"To provide for the adjustment of status of certain nationals of Liberia to that of lawful permanent
			 residents and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr697rfs,https://www.govinfo.gov/content/pkg/BILLS-115hr697rfs/xml/BILLS-115hr697rfs.xml,"To amend the Homeland Security Act of 2002 to improve the management and administration of the
			 security clearance processes throughout the Department of Homeland
			 Security, and for other purposes.",AN ACT,Referred-in-Senate
BILLS-115s235is,https://www.govinfo.gov/content/pkg/BILLS-115s235is/xml/BILLS-115s235is.xml,"To expand opportunity through greater choice in education, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr579ih,https://www.govinfo.gov/content/pkg/BILLS-115hr579ih/xml/BILLS-115hr579ih.xml,To require the Secretary of the Treasury to mint coins in commemoration of Muhammad Ali.,A BILL,Introduced-in-House
BILLS-115s1050rfh,https://www.govinfo.gov/content/pkg/BILLS-115s1050rfh/xml/BILLS-115s1050rfh.xml,"To award a Congressional Gold Medal, collectively, to the Chinese-American Veterans of World War II, in recognition of their dedicated service during World War II.",AN ACT,Referred-in-House
BILLS-115s1050enr,https://www.govinfo.gov/content/pkg/BILLS-115s1050enr/xml/BILLS-115s1050enr.xml,"To award a Congressional Gold Medal, collectively, to the Chinese-American Veterans of World War
 II, in recognition of their dedicated service during World War II.",AN ACT,Enrolled-Bill
BILLS-115s2275is,https://www.govinfo.gov/content/pkg/BILLS-115s2275is/xml/BILLS-115s2275is.xml,"To provide for the adjustment of status of certain nationals of Liberia to that of lawful permanent
			 residents and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr7214ih,https://www.govinfo.gov/content/pkg/BILLS-115hr7214ih/xml/BILLS-115hr7214ih.xml,"To direct the Secretary of Education to establish a pilot program to award competitive grants for
			 the integration of cybersecurity education, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr691ih,https://www.govinfo.gov/content/pkg/BILLS-115hr691ih/xml/BILLS-115hr691ih.xml,"To expand opportunity through greater choice in education, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s1050es,https://www.govinfo.gov/content/pkg/BILLS-115s1050es/xml/BILLS-115s1050es.xml,"To award a Congressional Gold Medal, collectively, to the Chinese-American Veterans of World War
 II, in recognition of their dedicated service during World War II.",AN ACT,Engrossed-in-Senate
BILLS-115s3195is,https://www.govinfo.gov/content/pkg/BILLS-115s3195is/xml/BILLS-115s3195is.xml,"To encourage greater community accountability of law enforcement agencies, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115hr3844ih,https://www.govinfo.gov/content/pkg/BILLS-115hr3844ih/xml/BILLS-115hr3844ih.xml,"To restrict the authority of the Attorney General to enter into contracts for Federal correctional
			 facilities and community confinement facilities, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr6383ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6383ih/xml/BILLS-115hr6383ih.xml,"To provide funds to enable counties to make competitive grants to qualified local units of
			 government to address major community development and public
			 infrastructure challenges, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr5115ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5115ih/xml/BILLS-115hr5115ih.xml,"To expand and improve the programs and activities of the Department of Health and Human Services
			 for awareness, education, research, surveillance, diagnosis, and treatment
			 concerning rare diseases and conditions.",A BILL,Introduced-in-House
BILLS-115hr1553ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1553ih/xml/BILLS-115hr1553ih.xml,"To award a Congressional Gold Medal to all United States nationals who voluntarily joined the
			 Canadian and British armed forces and their supporting entities during
			 World War Two, in recognition of their dedicated service.",A BILL,Introduced-in-House
BILLS-115hr901ih,https://www.govinfo.gov/content/pkg/BILLS-115hr901ih/xml/BILLS-115hr901ih.xml,To place restrictions on the use of solitary confinement for juveniles in Federal custody.,A BILL,Introduced-in-House
BILLS-115hr7035ih,https://www.govinfo.gov/content/pkg/BILLS-115hr7035ih/xml/BILLS-115hr7035ih.xml,"To provide for a National Strategy To Increase Life Expectancy, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr2325ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2325ih/xml/BILLS-115hr2325ih.xml,"To require the Attorney General to ensure that State-appointed emergency financial managers do not
			 violate Constitutional protections and that they ensure public health and
			 safety, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr5001ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5001ih/xml/BILLS-115hr5001ih.xml,"To award a Congressional Gold Medal to Billie Jean King, in recognition of her contribution to the
			 Nation and her courageous and groundbreaking leadership advancing equal
			 rights for women and the LGBT community in athletics, education, and our
			 society.",A BILL,Introduced-in-House
BILLS-115hr1374ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1374ih/xml/BILLS-115hr1374ih.xml,To amend title 9 of the United States Code with respect to arbitration.,A BILL,Introduced-in-House
BILLS-115hr1963ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1963ih/xml/BILLS-115hr1963ih.xml,"To provide protection for survivors of domestic violence or sexual assault under the Fair Housing
			 Act.",A BILL,Introduced-in-House
BILLS-115s858is,https://www.govinfo.gov/content/pkg/BILLS-115s858is/xml/BILLS-115s858is.xml,"To provide protection for survivors of domestic violence or sexual assault under the Fair Housing
			 Act.",A BILL,Introduced-in-Senate
BILLS-115s3660is,https://www.govinfo.gov/content/pkg/BILLS-115s3660is/xml/BILLS-115s3660is.xml,"To improve the health of minority individuals, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115s329is,https://www.govinfo.gov/content/pkg/BILLS-115s329is/xml/BILLS-115s329is.xml,To place restrictions on the use of solitary confinement for juveniles in Federal custody.,A BILL,Introduced-in-Senate
BILLS-115hr7345ih,https://www.govinfo.gov/content/pkg/BILLS-115hr7345ih/xml/BILLS-115hr7345ih.xml,"To create a national commission to combat workplace sexual harassment, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr4184ih,https://www.govinfo.gov/content/pkg/BILLS-115hr4184ih/xml/BILLS-115hr4184ih.xml,"To adjust the immigration status of certain foreign nationals in temporary protected status who are
			 in the United States, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr4130ih,https://www.govinfo.gov/content/pkg/BILLS-115hr4130ih/xml/BILLS-115hr4130ih.xml,"To amend title 9, United States Code, with respect to arbitration.",A BILL,Introduced-in-House
BILLS-115hr2161ih,https://www.govinfo.gov/content/pkg/BILLS-115hr2161ih/xml/BILLS-115hr2161ih.xml,To adjust the immigration status of certain Venezuelan nationals who are in the United States.,A BILL,Introduced-in-House
BILLS-115s3076is,https://www.govinfo.gov/content/pkg/BILLS-115s3076is/xml/BILLS-115s3076is.xml,"To establish a national commission on the Federal response to the 2017 natural disasters in Puerto
			 Rico, and for other purposes.",A BILL,Introduced-in-Senate
BILLS-115sres404ats,https://www.govinfo.gov/content/pkg/BILLS-115sres404ats/xml/BILLS-115sres404ats.xml,"Recognizing the coordinated struggle of workers on the 50th anniversary of the 1968 Memphis
			 sanitation workers strike to voice their grievances and reach a collective
			 agreement for rights in the workplace.",RESOLUTION,
BILLS-115hr1748ih,https://www.govinfo.gov/content/pkg/BILLS-115hr1748ih/xml/BILLS-115hr1748ih.xml,"To provide at-risk and disconnected youth with subsidized summer and year-round employment and to
			 assist local community partnerships in improving high school graduation
			 and youth employment rates, and for other purposes.",A BILL,Introduced-in-House
BILLS-115hr6698ih,https://www.govinfo.gov/content/pkg/BILLS-115hr6698ih/xml/BILLS-115hr6698ih.xml,"To support States in their work to end preventable morbidity and mortality in maternity care by
			 using evidence-based quality improvement to protect the health of mothers
			 during pregnancy, childbirth, and in the postpartum period and to reduce
			 neonatal and infant mortality, to eliminate racial disparities in maternal
			 health outcomes, and for other purposes.",A BILL,Introduced-in-House
BILLS-115sres366is,https://www.govinfo.gov/content/pkg/BILLS-115sres366is/xml/BILLS-115sres366is.xml,"Honoring the accomplishments of the 9 historically Black colleges and universities that celebrated
			 their sesquicentennial anniversaries during the week of September 24
			 through September 30, 2017.",RESOLUTION,
BILLS-115s647is,https://www.govinfo.gov/content/pkg/BILLS-115s647is/xml/BILLS-115s647is.xml,"To amend title 9, United States Code, with respect to arbitration. ",A BILL,Introduced-in-Senate
BILLS-115s1050is,https://www.govinfo.gov/content/pkg/BILLS-115s1050is/xml/BILLS-115s1050is.xml,"To award a Congressional Gold Medal, collectively, to the Chinese-American Veterans of World War
			 II, in recognition of their dedicated service during World War II.",A BILL,Introduced-in-Senate
BILLS-115hres563ih,https://www.govinfo.gov/content/pkg/BILLS-115hres563ih/xml/BILLS-115hres563ih.xml,"Honoring the accomplishments of the 9 historically Black colleges and universities that celebrated
			 their sesquicentennial the week of September 24, 2017.",RESOLUTION,
BILLS-115sres404is,https://www.govinfo.gov/content/pkg/BILLS-115sres404is/xml/BILLS-115sres404is.xml,"Recognizing the coordinated struggle of workers on the 50th anniversary of the 1968 Memphis
			 sanitation workers strike to voice their grievances and reach a collective
			 agreement for rights in the workplace.",RESOLUTION,
BILLS-115s2407is,https://www.govinfo.gov/content/pkg/BILLS-115s2407is/xml/BILLS-115s2407is.xml,To establish a career pathway grant program.,A BILL,Introduced-in-Senate
BILLS-115hr4152ih,https://www.govinfo.gov/content/pkg/BILLS-115hr4152ih/xml/BILLS-115hr4152ih.xml,"To amend title VII of the Civil Rights Act of 1964 and other statutes to clarify appropriate
			 liability standards for Federal antidiscrimination claims.",A BILL,Introduced-in-House
BILLS-115hr5942ih,https://www.govinfo.gov/content/pkg/BILLS-115hr5942ih/xml/BILLS-115hr5942ih.xml,"To improve the health of minority individuals, and for other purposes.",A BILL,Introduced-in-House
BILLS-115s2019is,https://www.govinfo.gov/content/pkg/BILLS-115s2019is/xml/BILLS-115s2019is.xml,"To amend title VII of the Civil Rights Act of 1964 and other statutes to clarify appropriate
			 liability standards for Federal antidiscrimination claims.",A BILL,Introduced-in-Senate
