,WordText,WordTextLower,CategoryLabel
15958,"27,500,000","27,500,000",MONEY
15959,"210,900,000","210,900,000",MONEY
15960,"1,586,596,000","1,586,596,000",MONEY
15961,"33,931,566,000","33,931,566,000",MONEY
15962,"31,735,923,000","31,735,923,000",MONEY
15963,"up to $15,349,700,000","up to $15,349,700,000",MONEY
15964,"895,328,000","895,328,000",MONEY
15965,"1,300,315,000","1,300,315,000",MONEY
15966,Drug Activities,drug activities,ACT
15967,"854,814,000","854,814,000",MONEY
15968,"532,648,000","532,648,000",MONEY
15969,"120,813,000","120,813,000",MONEY
15970,"201,353,000","201,353,000",MONEY
15971,"336,887,000","336,887,000",MONEY
15972,"334,087,000","334,087,000",MONEY
15973,"2,800,000","2,800,000",MONEY
15974,"522,100,000","522,100,000",MONEY
15975,"less than $43,100,000","less than $43,100,000",MONEY
15976,102A(d,102a(d,DATE
15977,50 U.S.C. 3024(d,50 u.s.c. 3024(d,PERCENT
15978,"115,519,000","115,519,000",MONEY
15979,"206,400,000","206,400,000",MONEY
15980,the Joint Travel Regulations of the Department of Defense,the joint travel regulations of the department of defense,ORG
15981,the Per Diem Travel,the per diem travel,ORG
15982,Transportation Allowance Committee,transportation allowance committee,ORG
15983,UTD/CTD,utd/ctd,ORG
15984,MAP,map,ORG
15985,118–13,118–13,CARDINAL
15986,Counter ISIL Train,counter isil train,ORG
15987,the Levant Train,the levant train,ORG
15988,Space Procurement,space procurement,ORG
15989,Joint Improvised Threat Defeat Fund,joint improvised threat defeat fund,ORG
15990,"up to $2,500,000,000","up to $2,500,000,000",MONEY
15991,DSCA Coalition Support Fund,dsca coalition support fund,ORG
15992,the Congress for Overseas Contingency Operations/Global War,the congress for overseas contingency operations/global war,ORG
15993,Terrorism,terrorism,NORP
15994,251(b)(2)(A)(ii,251(b)(2)(a)(ii,CARDINAL
15995,the Azov Battalion,the azov battalion,ORG
15996,the Office of Management and Budget Circular A,the office of management and budget circular a,ORG
15997,250(c)(4)(D,250(c)(4)(d,CARDINAL
15998,1240B,1240b,DATE
15999,the Food Security Act,the food security act,ACT
16000,16 U.S.C. 3839aa 2,16 u.s.c. 3839aa 2,PERCENT
16001,2019 fiscal years,2019 fiscal years,DATE
16002,section 803,section 803,LAW
16003,Health Provisions,health provisions,ORG
16004,Aid Individuals Needing Care Act,aid individuals needing care act,ACT
16005,Medicare Extenders and Related Policies,medicare extenders and related policies,ORG
16006,MDH,mdh,ORG
16007,1395ww(d)(5)(G,1395ww(d)(5)(g,CARDINAL
16008,13501(e)(2,13501(e)(2,CARDINAL
16009,1886(d)(12,1886(d)(12,CARDINAL
16010,1833 and 1886,1833 and 1886,DATE
16011,PPS,pps,ORG
16012,1395fff,1395fff,CARDINAL
16013,1895,1895,DATE
16014,section 1878,section 1878,LAW
16015,1395fff(c,1395fff(c,CARDINAL
16016,1320a,1320a,DATE
16017,"earlier than January 1, 2024","earlier than january 1, 2024",DATE
16018,section 2111(g,section 2111(g,DATE
16019,Nonapplication of Paperwork Reduction Act,nonapplication of paperwork reduction act,ACT
16020,1320a(a,1320a(a,CARDINAL
16021,1395m(l)(17,1395m(l)(17,CARDINAL
16022,section 1861(v)(1)(F,section 1861(v)(1)(f,LAW
16023,42 U.S.C. 1395x(v)(1)(F,42 u.s.c. 1395x(v)(1)(f,MONEY
16024,"later than March 15, 2023","later than march 15, 2023",DATE
16025,1395l(g,1395l(g,CARDINAL
16026,KX,kx,GPE
16027,a year before 2028,a year before 2028,DATE
16028,MEI,mei,ORG
16029,section 1842(i)(3,section 1842(i)(3,LAW
16030,such subsequent year,such subsequent year,DATE
16031,each fiscal year beginning with fiscal year 2018,each fiscal year beginning with fiscal year 2018,DATE
16032,section 1893(h,section 1893(h,LAW
16033,1859(f)(1,1859(f)(1,CARDINAL
16034,1395w–28(f)(1,1395w–28(f)(1,CARDINAL
16035,1395w–28(f,1395w–28(f,DATE
16036,1852(f,1852(f,DATE
16037,1902(a)(3,1902(a)(3,CARDINAL
16038,1902(a)(5,1902(a)(5,CARDINAL
16039,1932(b)(4,1932(b)(4,CARDINAL
16040,section 1852(g)(1)(B,section 1852(g)(1)(b,LAW
16041,the State Medicaid,the state medicaid,ORG
16042,section 1853(a)(1)(B)(iv)(II,section 1853(a)(1)(b)(iv)(ii,LAW
16043,years 2021,years 2021,DATE
16044,section 1857(g)(2)(B,section 1857(g)(2)(b,LAW
16045,section 1857(g)(1,section 1857(g)(1,LAW
16046,"later than January 1, 2022","later than january 1, 2022",DATE
16047,2032,2032,DATE
16048,the Committees on Ways and Means and Energy and Commerce,the committees on ways and means and energy and commerce,ORG
16049,Healthcare Effectiveness Data and Information Set,healthcare effectiveness data and information set,ORG
16050,section 1852(e)(3,section 1852(e)(3,LAW
16051,Consumer Assessment of Healthcare Providers,consumer assessment of healthcare providers,ORG
16052,the Financial Alignment Initiative,the financial alignment initiative,ORG
16053,D)(i)(III,d)(i)(iii,PERSON
16054,2033,2033,DATE
16055,1315b(d,1315b(d,CARDINAL
16056,1859(f)(5,1859(f)(5,CARDINAL
16057,1395w–28(b)(6)(B)(iii,1395w–28(b)(6)(b)(iii,CARDINAL
16058,Determination of Feasability of Quality Measurement,determination of feasability of quality measurement,ORG
16059,1395w–23(o,1395w–23(o,DATE
16060,Medicare Health Outcomes Survey,medicare health outcomes survey,ORG
16061,HOS,hos,ORG
16062,Consumer Assessment of Healthcare Providers and Systems,consumer assessment of healthcare providers and systems,ORG
16063,section 1857(g)(2,section 1857(g)(2,LAW
16064,GAO Study and Report,gao study and report,ORG
16065,1395w–23(a)(1)(B)(iv)(II,1395w–23(a)(1)(b)(iv)(ii,CARDINAL
16066,1859,1859,DATE
16067,LTSS,ltss,ORG
16068,the Medicare Improvements for Patients and Providers Act,the medicare improvements for patients and providers act,ACT
16069,1395b–3,1395b–3,CARDINAL
16070,Community Living,community living,ORG
16071,1890(d,1890(d,DATE
16072,42 U.S.C. 1395aaa(d,42 u.s.c. 1395aaa(d,PERCENT
16073,1395aaa,1395aaa,DATE
16074,the fiscal year ending September 30,the fiscal year ending september 30,DATE
16075,1890,1890,DATE
16076,the Measure Application Partnership,the measure application partnership,ORG
16077,42 U.S.C. 1395fff(b,42 u.s.c. 1395fff(b,MONEY
16078,"the 12 month period beginning January 1, 2020","the 12 month period beginning january 1, 2020",DATE
16079,applicable years,applicable years,DATE
16080,section 1895(b,section 1895(b,LAW
16081,The Home Health Groupings Model,the home health groupings model,ORG
16082,Medicaid Programs,medicaid programs,ORG
16083,CY 2018 Home Health Prospective Payment System Rate Update,cy 2018 home health prospective payment system rate update,ORG
16084,Home Health Value Based Purchasing Model,home health value based purchasing model,ORG
16085,Home Health Quality Reporting Requirements,home health quality reporting requirements,ORG
16086,"later than March 15, 2022","later than march 15, 2022",DATE
16087,section 1895(b)(2,section 1895(b)(2,LAW
16088,"later than March 15, 2026","later than march 15, 2026",DATE
16089,1395f(a,1395f(a,CARDINAL
16090,1835(a,1835(a,DATE
16091,1395n(a,1395n(a,CARDINAL
16092,"August 29, 2014","august 29, 2014",DATE
16093,"January 1, 2011","january 1, 2011",DATE
16094,the Healthcare Extension,the healthcare extension,ORG
16095,calendar year 2017,calendar year 2017,DATE
16096,113–198,113–198,DATE
16097,114–112,114–112,CARDINAL
16098,5)(E,5)(e,CARDINAL
16099,i)(I)(bb,i)(i)(bb,NORP
16100,the first through fifth years,the first through fifth years,DATE
16101,later than December 31st of each year,later than december 31st of each year,DATE
16102,1868(c)(2)(C,1868(c)(2)(c,CARDINAL
16103,1861(eee)(4)(B,1861(eee)(4)(b,CARDINAL
16104,Cardiac Rehabilitation Programs,cardiac rehabilitation programs,ORG
16105,1861(eee)(4)(A,1861(eee)(4)(a,CARDINAL
16106,Outcomes Necessary,outcomes necessary,PERSON
16107,Home Demonstration Program,home demonstration program,ORG
16108,1881(b)(3,1881(b)(3,CARDINAL
16109,1395rr(b)(3,1395rr(b)(3,CARDINAL
16110,section 1881(b)(3)(B,section 1881(b)(3)(b,LAW
16111,ESRD,esrd,ORG
16112,4)(C)(ii)(X,4)(c)(ii)(x,CARDINAL
16113,1881(b)(1,1881(b)(1,CARDINAL
16114,1395rr(b)(1,1395rr(b)(1,CARDINAL
16115,Medicare Advantage Value Based Insurance Design,medicare advantage value based insurance design,ORG
16116,section 1115A(b,section 1115a(b,LAW
16117,section 1115A(b)(3)(B,section 1115a(b)(3)(b,LAW
16118,the Medicare Advantage Value Based Insurance Design,the medicare advantage value based insurance design,ORG
16119,1852(a)(3,1852(a)(3,CARDINAL
16120,1395w–22(a)(3,1395w–22(a)(3,DATE
16121,plan year 2020,plan year 2020,DATE
16122,Medicare Advantage Organizations,medicare advantage organizations,ORG
16123,1854,1854,DATE
16124,section 1842(b)(18)(C,section 1842(b)(18)(c,DATE
16125,1395jjj,1395jjj,CARDINAL
16126,ACO,aco,ORG
16127,1834(m)(4)(C)(ii,1834(m)(4)(c)(ii,CARDINAL
16128,section 1834(m)(4)(C)(i,section 1834(m)(4)(c)(i,LAW
16129,425.600(a,425.600(a,CARDINAL
16130,section 1834(m)(2)(B,section 1834(m)(2)(b,LAW
16131,the Chronically Ill Population,the chronically ill population,EVENT
16132,1395jjj(c,1395jjj(c,CARDINAL
16133,ACO Beneficiary Incentive Program,aco beneficiary incentive program,ORG
16134,the Track 2 and Track 3,the track 2 and track 3,LAW
16135,425.20,425.20,CARDINAL
16136,h)(1)(B,h)(1)(b,ORG
16137,up to $20,up to $20,MONEY
16138,the 12 month period ending with June of the previous year,the 12 month period ending with june of the previous year,DATE
16139,section 1882(g)(1,section 1882(g)(1,LAW
16140,1128B,1128b,DATE
16141,the Chronically Ill,the chronically ill,LOC
16142,1395m(u,1395m(u,CARDINAL
16143,Healthcare Common Procedure Coding System,healthcare common procedure coding system,PERSON
16144,the Local Coverage Determination on External Infusion Pumps,the local coverage determination on external infusion pumps,LAW
16145,LCD,lcd,ORG
16146,J0133,j0133,GPE
16147,J0285,j0285,GPE
16148,J0287,j0287,GPE
16149,J0288,j0288,GPE
16150,J0289,j0289,ORG
16151,J0895,j0895,PERSON
16152,J1170,j1170,ORG
16153,J1250,j1250,GPE
16154,J1265,j1265,GPE
16155,J1325,j1325,GPE
16156,J1570,j1570,GPE
16157,J2175,j2175,GPE
16158,J2260,j2260,GPE
16159,J2270,j2270,GPE
16160,J3010,j3010,ORG
16161,J3285,j3285,GPE
16162,J1555 JB,j1555 jb,ORG
16163,J1559 JB,j1559 jb,ORG
16164,J1561 JB,j1561 jb,ORG
16165,J1562 JB,j1562 jb,ORG
16166,J9000,j9000,GPE
16167,J9039,j9039,GPE
16168,"J9040, J9065","j9040, j9065",ORG
16169,J9100,j9100,DATE
16170,J9200,j9200,GPE
16171,J9360,j9360,DATE
16172,J9370,j9370,ORG
16173,J7799,j7799,PERSON
16174,96366,96366,PERSON
16175,section 1861(iii)(2)(A,section 1861(iii)(2)(a,LAW
16176,such day,such day,DATE
16177,1395m(h,1395m(h,CARDINAL
16178,1848(k)(3)(B,1848(k)(3)(b,CARDINAL
16179,1395bb(a)(3)(A,1395bb(a)(3)(a,CARDINAL
16180,1395rr(b,1395rr(b,CARDINAL
16181,Stark,stark,ORG
16182,1877(h)(1,1877(h)(1,CARDINAL
16183,1395nn(h)(1,1395nn(h)(1,CARDINAL
16184,later than 90 consecutive calendar days,later than 90 consecutive calendar days,DATE
16185,1395m(a)(2)(A)(iv,1395m(a)(2)(a)(iv,CARDINAL
16186,1128A,1128a,DATE
16187,1128B(a,1128b(a,CARDINAL
16188,1320a–7b(a,1320a–7b(a,CARDINAL
16189,more than five years,more than five years,DATE
16190,1128B(c,1128b(c,DATE
16191,1128B(d,1128b(d,CARDINAL
16192,1395ww(n)(3)(A,1395ww(n)(3)(a,CARDINAL
16193,DSPA,dspa,NORP
16194,Prostate Cancer DNA Speciment Provenance Assay Test,prostate cancer dna speciment provenance assay test,ORG
16195,1862(a)(1,1862(a)(1,CARDINAL
16196,1861(jjj,1861(jjj,CARDINAL
16197,at least three years,at least three years,DATE
16198,"later than July 1, 2022","later than july 1, 2022",DATE
16199,42 U.S.C. 1395w–3(b,42 u.s.c. 1395w–3(b,PERCENT
16200,more than 14 days,more than 14 days,DATE
16201,GME,gme,ORG
16202,10503(b)(1,10503(b)(1,CARDINAL
16203,Us Research Program,us research program,ORG
16204,section 498E of this Act,section 498e of this act,ACT
16205,254b–2(b)(2,254b–2(b)(2,CARDINAL
16206,"310,000,000","310,000,000",MONEY
16207,340H,340h,CARDINAL
16208,42 U.S.C. 256h,42 u.s.c. 256h,MONEY
16209,section 799B,section 799b,LAW
16210,256h(g,256h(g,CARDINAL
16211,the first and second quarters of fiscal year 2018,the first and second quarters of fiscal year 2018,DATE
16212,"126,500,000","126,500,000",MONEY
16213,section 749A,section 749a,LAW
16214,previous fiscal years,previous fiscal years,DATE
16215,section 3014(h,section 3014(h,ORG
16216,the CHIP and Public Health Funding Extension Act,the chip and public health funding extension act,ACT
16217,Topics,topics,ORG
16218,Family First Prevention Services,family first prevention services,ORG
16219,"less than 200,000","less than 200,000",CARDINAL
16220,Federal IV,federal iv,ORG
16221,section 472(a)(3)(A)(ii)(II,section 472(a)(3)(a)(ii)(ii,LAW
16222,474(a)(6,474(a)(6,CARDINAL
16223,"later than October 1, 2027","later than october 1, 2027",DATE
16224,479B(c,479b(c,CARDINAL
16225,679c(c,679c(c,CARDINAL
16226,section 471(a)(25,section 471(a)(25,LAW
16227,2641,2641,DATE
16228,2643,2643,DATE
16229,section 471(a)(9)(C,section 471(a)(9)(c,LAW
16230,"later than December 31, 2024","later than december 31, 2024",DATE
16231,671(a)(20,671(a)(20,CARDINAL
16232,section 534(e)(3)(A,section 534(e)(3)(a,PRODUCT
16233,2651(d,2651(d,DATE
16234,2652,2652,DATE
16235,2644,2644,DATE
16236,section 2655,section 2655,LAW
16237,section 473(e)(1)(B,section 473(e)(1)(b,LAW
16238,673(e)(1)(B,673(e)(1)(b,CARDINAL
16239,the Federal Interagency Council on Social Impact Partnerships,the federal interagency council on social impact partnerships,ORG
16240,2052,2052,DATE
16241,section 2052,section 2052,LAW
16242,section 2055,section 2055,LAW
16243,each committee of jurisdiction,each committee of jurisdiction,ORG
16244,the Commission on Social Impact Partnerships,the commission on social impact partnerships,ORG
16245,Chair of the Commission,chair of the commission,ORG
16246,654(6)(B)(ii,654(6)(b)(ii,CARDINAL
16247,such 1st day,such 1st day,DATE
16248,the 1st day of the 1st calendar quarter beginning,the 1st day of the 1st calendar quarter beginning,DATE
16249,1611(e)(1)(I)(i)(II,1611(e)(1)(i)(i)(ii,DATE
16250,1395ww(d)(5)(J,1395ww(d)(5)(j,CARDINAL
16251,"later than March 15, 2024","later than march 15, 2024",DATE
16252,"later than March 15, 2025","later than march 15, 2025",DATE
16253,1395m(l)(15,1395m(l)(15,CARDINAL
16254,"October 1, 2013","october 1, 2013",DATE
16255,23 percent,23 percent,PERCENT
16256,1857(h)(3,1857(h)(3,CARDINAL
16257,1395w–27(h)(3,1395w–27(h)(3,CARDINAL
16258,1848,1848,DATE
16259,bill submitted,bill submitted,PERSON
16260,1886(m)(6)(B)(i,1886(m)(6)(b)(i,CARDINAL
16261,1395ww(m)(6)(B)(i,1395ww(m)(6)(b)(i,CARDINAL
16262,1395ww(m)(6)(B,1395ww(m)(6)(b,CARDINAL
16263,Non Budget Neutral Transitional Pass Through Payment Change for Certain Products,non budget neutral transitional pass through payment change for certain products,ORG
16264,1395l(t)(6)(A)(iv,1395l(t)(6)(a)(iv,CARDINAL
16265,"April 1, 2018","april 1, 2018",DATE
16266,section 1833(t)(6,section 1833(t)(6,LAW
16267,Bipartisan Budget Act,bipartisan budget act,ACT
16268,the Bipartisan Budget Act,the bipartisan budget act,ACT
16269,1396a(a)(25,1396a(a)(25,CARDINAL
16270,2107(e)(1,2107(e)(1,CARDINAL
16271,1396a(a)(25)(I)(i,1396a(a)(25)(i)(i,CARDINAL
16272,"less than $80,000","less than $80,000",MONEY
16273,"less than $90,000","less than $90,000",MONEY
16274,1 additional month,1 additional month,DATE
16275,120 months,120 months,DATE
16276,"1,260,000","1,260,000",MONEY
16277,the period of months,the period of months,DATE
16278,9801(f)(3,9801(f)(3,CARDINAL
16279,1396a(e)(14,1396a(e)(14,CARDINAL
16280,1395w–114a(g)(2)(A,1395w–114a(g)(2)(a,CARDINAL
16281,"Related
			 Agency","related
			 agency",ORG
16282,"8,580,698,000","8,580,698,000",MONEY
16283,"2,975,971,000","2,975,971,000",MONEY
16284,"1,233,445,000","1,233,445,000",MONEY
16285,"up to $3,756,874,000","up to $3,756,874,000",MONEY
16286,Worldwide Security Protection,worldwide security protection,ORG
16287,the United States Information,the united states information,GPE
16288,1948,1948,DATE
16289,"2,679,633,000","2,679,633,000",MONEY
16290,"up to $476,879,000","up to $476,879,000",MONEY
16291,"1,823,656,000","1,823,656,000",MONEY
16292,general administration,general administration,ORG
16293,"774,957,000","774,957,000",MONEY
16294,"3,302,452,000","3,302,452,000",MONEY
16295,"up to $3,279,995,000","up to $3,279,995,000",MONEY
16296,section 810,section 810,LAW
16297,Blair House,blair house,ORG
16298,the Diplomatic and Consular Service,the diplomatic and consular service,ORG
16299,Conflict Stabilization Operations,conflict stabilization operations,ORG
16300,the Capital Investment Fund,the capital investment fund,ORG
16301,"145,729,000","145,729,000",MONEY
16302,"68,100,000","68,100,000",MONEY
16303,"79,744,000","79,744,000",MONEY
16304,3928(a)(1,3928(a)(1,CARDINAL
16305,"634,143,000","634,143,000",MONEY
16306,"less than $240,000,000","less than $240,000,000",MONEY
16307,the Fulbright Program,the fulbright program,ORG
16308,"less than $111,360,000","less than $111,360,000",MONEY
16309,Citizen Exchange Program,citizen exchange program,ORG
16310,"4,125,000","4,125,000",MONEY
16311,the Congress Bundestag Youth Exchange,the congress bundestag youth exchange,ORG
16312,"8,030,000","8,030,000",MONEY
16313,"30,890,000","30,890,000",MONEY
16314,the Foreign Service Buildings Act,the foreign service buildings act,ACT
16315,1926,1926,DATE
16316,"1,302,841,000","1,302,841,000",MONEY
16317,"158,818,000","158,818,000",MONEY
16318,"7,885,000","7,885,000",MONEY
16319,"1,300,000","1,300,000",MONEY
16320,the american institute,the american institute,ORG
16321,the Taiwan Relations Act,the taiwan relations act,ACT
16322,International Center,international center,ORG
16323,District,district,GPE
16324,"1,806,600","1,806,600",MONEY
16325,the International Center,the international center,FAC
16326,the International Center Act,the international center act,ACT
16327,the Foreign Service Retirement and Disability Fund,the foreign service retirement and disability fund,ORG
16328,"158,900,000","158,900,000",MONEY
16329,"1,449,000,000","1,449,000,000",MONEY
16330,"96,240,000","96,240,000",MONEY
16331,"1,382,100,000","1,382,100,000",MONEY
16332,"602,339,000","602,339,000",MONEY
16333,"719,303,000","719,303,000",MONEY
16334,International Commissions,international commissions,ORG
16335,the United States Section,the united states section,GPE
16336,the International Boundary and Water Commission,the international boundary and water commission,ORG
16337,"48,134,000","48,134,000",MONEY
16338,"29,400,000","29,400,000",MONEY
16339,the International Joint Commission,the international joint commission,ORG
16340,the International Boundary Commission,the international boundary commission,ORG
16341,Great Britain,great britain,GPE
16342,the Border Environment Cooperation Commission,the border environment cooperation commission,ORG
16343,the North American Free Trade Agreement Implementation Act,the north american free trade agreement implementation act,ACT
16344,"44,997,000","44,997,000",MONEY
16345,"788,153,000","788,153,000",MONEY
16346,"9,700,000","9,700,000",MONEY
16347,The Asia Foundation,the asia foundation,ORG
16348,The Asia Foundation Act,the asia foundation act,ACT
16349,"United States Institute of
 ","united states institute of
 ",ORG
16350,the Center for Middle Eastern Western Dialogue Trust Fund,the center for middle eastern western dialogue trust fund,ORG
16351,section 633,section 633,LAW
16352,Eisenhower Exchange Fellowships,eisenhower exchange fellowships,ORG
16353,Incorporated,incorporated,ORG
16354,the Eisenhower Exchange Fellowship Act,the eisenhower exchange fellowship act,ACT
16355,20 U.S.C. 5204–5205,20 u.s.c. 5204–5205,MONEY
16356,the Israeli Arab Scholarship Program,the israeli arab scholarship program,ORG
16357,2452,2452,DATE
16358,East West,east west,GPE
16359,the Center for Cultural and Technical Interchange Between East,the center for cultural and technical interchange between east,ORG
16360,West,west,LOC
16361,the State of Hawaii,the state of hawaii,GPE
16362,"16,700,000","16,700,000",MONEY
16363,the National Endowment for Democracy,the national endowment for democracy,ORG
16364,the National Endowment for Democracy Act,the national endowment for democracy act,ACT
16365,the Commission for the Preservation of America’s Heritage Abroad,the commission for the preservation of america’s heritage abroad,ORG
16366,"675,000","675,000",MONEY
16367,chapter 3123,chapter 3123,LAW
16368,United states commission,united states commission,ORG
16369,International Religious Freedom,international religious freedom,EVENT
16370,the Commission on Security and Cooperation,the commission on security and cooperation,ORG
16371,Congressional Executive Commission,congressional executive commission,ORG
16372,the Congressional Executive Commission,the congressional executive commission,ORG
16373,the U.S.,the u.s.,ORG
16374,"United States China Economic and Security
		  Review Commission","united states china economic and security
		  review commission",ORG
16375,Security Review Commission,security review commission,ORG
16376,1238,1238,DATE
16377,the Floyd D. Spence National Defense Authorization Act for Fiscal Year 2001,the floyd d. spence national defense authorization act for fiscal year 2001,ACT
16378,7002,7002,DATE
16379,"international
			 ","international
			 ",ORG
16380,section 667,section 667,LAW
16381,"1,347,676,000","1,347,676,000",MONEY
16382,"158,067,000","158,067,000",MONEY
16383,"up to $360,218,000","up to $360,218,000",MONEY
16384,Capital Investment Fund,capital investment fund,ORG
16385,"183,380,000","183,380,000",MONEY
16386,"up to $13,225,000","up to $13,225,000",MONEY
16387,"2,920,000,000","2,920,000,000",MONEY
16388,"5,670,000,000","5,670,000,000",MONEY
16389,"2,890,000,000","2,890,000,000",MONEY
16390,section 491,section 491,CARDINAL
16391,the Office of Transition Initiatives,the office of transition initiatives,ORG
16392,"37,000,000","37,000,000",MONEY
16393,256,256,CARDINAL
16394,635,635,CARDINAL
16395,"up to $60,000,000","up to $60,000,000",MONEY
16396,Eurasia,eurasia,GPE
16397,"3,959,696,000","3,959,696,000",MONEY
16398,"3,047,119,000","3,047,119,000",MONEY
16399,section 502(b)(3,section 502(b)(3,LAW
16400,"65,125,000","65,125,000",MONEY
16401,"the Bureau for Democracy, Conflict","the bureau for democracy, conflict",ORG
16402,Humanitarian Assistance,humanitarian assistance,PERSON
16403,the FREEDOM Support Act,the freedom support act,ACT
16404,102–511,102–511,CARDINAL
16405,Global Health Programs,global health programs,ORG
16406,International Narcotics Control,international narcotics control,ORG
16407,the Migration and Refugee Assistance Act,the migration and refugee assistance act,ACT
16408,1962,1962,DATE
16409,5921,5921,CARDINAL
16410,"3,110,287,000","3,110,287,000",MONEY
16411,"1,667,007,000","1,667,007,000",MONEY
16412,"less than $35,000,000","less than $35,000,000",MONEY
16413,the Peace Corps Act,the peace corps act,ACT
16414,Inter american foundation,inter american foundation,ORG
16415,the Inter American Foundation,the inter american foundation,ORG
16416,"22,500,000","22,500,000",MONEY
16417,the African Development Foundation Act,the african development foundation act,ACT
16418,"Department of
	 State","department of
	 state",ORG
16419,"1,275,094,000","1,275,094,000",MONEY
16420,section 504 of the FREEDOM Support Act,section 504 of the freedom support act,ACT
16421,section 301 of the Foreign Assistance Act,section 301 of the foreign assistance act,ACT
16422,the Comprehensive Nuclear Test Ban Treaty Preparatory Commission,the comprehensive nuclear test ban treaty preparatory commission,ORG
16423,the International Atomic Energy Agency,the international atomic energy agency,ORG
16424,IAEA,iaea,ORG
16425,"789,950,000","789,950,000",MONEY
16426,the Clarification of Past and Present Outstanding Issues,the clarification of past and present outstanding issues,EVENT
16427,Iran’s Nuclear Program,iran’s nuclear program,EVENT
16428,"Peacekeeping
	 ","peacekeeping
	 ",ORG
16429,"497,350,000","497,350,000",MONEY
16430,section 541,section 541,LAW
16431,"110,300,000","110,300,000",MONEY
16432,"5,620,213,000","5,620,213,000",MONEY
16433,the United Nations Environment Program Participation Act,the united nations environment program participation act,ACT
16434,the Global Environment Facility,the global environment facility,ORG
16435,"136,563,000","136,563,000",MONEY
16436,"1,097,010,000","1,097,010,000",MONEY
16437,the Asian Development Bank's,the asian development bank's,ORG
16438,Asian Development Fund,asian development fund,ORG
16439,"47,395,000","47,395,000",MONEY
16440,the African Development Bank,the african development bank,ORG
16441,"32,418,000","32,418,000",MONEY
16442,"507,860,808","507,860,808",MONEY
16443,the African Development Fund,the african development fund,ORG
16444,"171,300,000","171,300,000",MONEY
16445,the International Fund for Agricultural Development,the international fund for agricultural development,ORG
16446,"united
	 ","united
	 ",GPE
16447,"5,700,000","5,700,000",MONEY
16448,section 9104,section 9104,LAW
16449,"up to $16,500,000","up to $16,500,000",MONEY
16450,section 234,section 234,LAW
16451,the Overseas Private Investment Corporation Noncredit Account,the overseas private investment corporation noncredit account,ORG
16452,661,661,CARDINAL
16453,"79,500,000","79,500,000",MONEY
16454,Treasury Account Fund Symbol,treasury account fund symbol,ORG
16455,any previous fiscal year,any previous fiscal year,DATE
16456,the Committees on Appropriations of,the committees on appropriations of,ORG
16457,H.R. 3427,h.r. 3427,DATE
16458,section 1000(a)(7,section 1000(a)(7,LAW
16459,Embassy Security,embassy security,ORG
16460,Construction,construction,ORG
16461,kinshasa,kinshasa,ORG
16462,Department Financial Systems Are Insufficient,department financial systems are insufficient,ORG
16463,the Congressional Budget Justification,the congressional budget justification,ORG
16464,Foreign Operations,foreign operations,ORG
16465,Related Programs,related programs,PERSON
16466,"Transfer
	 of","transfer
	 of",ORG
16467,Funds Authority,funds authority,ORG
16468,610,610,CARDINAL
16469,less than 5 days,less than 5 days,DATE
16470,IG,ig,ORG
16471,301–10.124,301–10.124,CARDINAL
16472,Development Credit Authority,development credit authority,ORG
16473,1 calendar year,1 calendar year,DATE
16474,the West Bank,the west bank,GPE
16475,Gaza,gaza,GPE
16476,an additional fiscal year,an additional fiscal year,DATE
16477,"Notification
	 ","notification
	 ",ORG
16478,Trade and Development Agency,trade and development agency,ORG
16479,Anti,anti,ORG
16480,Demining,demining,PERSON
16481,Bolivia,bolivia,GPE
16482,Cambodia,cambodia,GPE
16483,Cameroon,cameroon,GPE
16484,Colombia,colombia,GPE
16485,Ecuador,ecuador,GPE
16486,Ethiopia,ethiopia,GPE
16487,Kenya,kenya,GPE
16488,Philippines,philippines,GPE
16489,Somalia,somalia,GPE
16490,South Sudan,south sudan,GPE
16491,Sri Lanka,sri lanka,GPE
16492,Sudan,sudan,GPE
16493,Uzbekistan,uzbekistan,GPE
16494,Zimbabwe,zimbabwe,GPE
16495,section 7034(r)(3,section 7034(r)(3,LAW
16496,Power Africa,power africa,ORG
16497,The Relief and Recovery Fund,the relief and recovery fund,ORG
16498,The Women Entrepreneurs Financing Initiative,the women entrepreneurs financing initiative,ORG
16499,The Global Security Contingency Fund,the global security contingency fund,ORG
16500,the Counterterrorism Partnership Fund,the counterterrorism partnership fund,ORG
16501,Relief and Recovery Fund,relief and recovery fund,ORG
16502,8 U.S.C. 1189,8 u.s.c. 1189,MONEY
16503,2680,2680,DATE
16504,22 U.S.C. 6212,22 u.s.c. 6212,PERCENT
16505,"african development
			 ","african development
			 ",ORG
16506,the Inter American Foundation Act,the inter american foundation act,ACT
16507,the African Development Foundation,the african development foundation,ORG
16508,7034(r)(3,7034(r)(3,CARDINAL
16509,chapter 1 or 10,chapter 1 or 10,LAW
16510,the Joint Explanatory Statement of,the joint explanatory statement of,ORG
16511,the Committee of Conference,the committee of conference,ORG
16512,98–1159,98–1159,PERSON
16513,the Food for Peace Act,the food for peace act,ACT
16514,Beneficial Ownership Information,beneficial ownership information,ORG
16515,"FINANCIAL MANAGEMENT AND BUDGET
	 TRANSPARENCY","financial management and budget
	 transparency",ORG
16516,section 7013 of this Act,section 7013 of this act,ACT
16517,the previous 6 month,the previous 6 month,DATE
16518,National Budget and Contract Transparency,national budget and contract transparency,ORG
